Adult_ID,race,sex,income
985330813,White,Male,1
606525869,White,Male,0
911983884,White,Female,0
229288917,White,Male,0
262682855,White,Male,0
876949178,White,Female,0
618071599,White,Male,0
727877601,White,Male,0
638584450,Black,Female,0
657009547,White,Male,0
584226955,White,Female,0
733047510,Asian-Pac-Islander,Female,0
177813738,White,Male,0
732958590,White,Male,0
577226907,White,Male,1
718747535,Asian-Pac-Islander,Female,0
796377633,White,Male,1
988972814,White,Male,1
940822049,Asian-Pac-Islander,Female,0
560794159,White,Female,0
782269147,White,Male,0
525391616,White,Female,0
103293762,White,Male,1
744002321,White,Male,1
304644112,White,Male,0
657547672,Asian-Pac-Islander,Male,1
518288321,Black,Female,0
855002296,Black,Female,1
604038151,White,Male,0
726272632,White,Male,0
352913334,White,Male,0
721369281,White,Female,0
704285707,White,Female,0
997291247,White,Female,0
474108783,White,Male,0
153511115,White,Male,0
731880125,White,Male,0
108381250,White,Female,0
171464848,White,Male,0
669354706,White,Male,0
200499138,Black,Female,0
102716986,White,Female,1
682672346,White,Male,0
208797357,White,Male,0
645281013,Black,Male,0
220269021,White,Male,0
285605400,White,Male,0
339788937,White,Male,0
902546547,White,Male,0
741173775,White,Male,0
643029391,White,Male,0
396091269,White,Male,0
890942264,Black,Male,0
770993702,Black,Male,0
874479275,White,Male,0
849981265,White,Male,1
840336154,White,Male,1
137610477,White,Male,0
155973984,Black,Female,0
264565577,White,Male,0
620484126,White,Male,0
159467307,White,Female,0
348129142,White,Male,0
440732572,White,Male,0
427912920,White,Male,1
951872635,White,Male,0
891135973,White,Male,1
991726009,White,Male,0
558225965,White,Male,1
314029342,White,Male,1
754785357,Other,Male,0
795967014,White,Male,1
952601625,White,Female,0
189649469,White,Male,0
746191042,White,Female,0
661590168,White,Male,1
935310389,White,Male,0
650003573,White,Male,1
624411965,White,Male,0
929050654,White,Male,0
411291974,White,Male,0
405900871,White,Female,0
555462784,White,Female,1
750560793,White,Female,0
817751658,White,Female,0
282150692,White,Male,0
467533715,White,Male,1
338415421,Black,Male,0
359172959,Black,Male,0
399415309,White,Female,0
594480206,White,Female,0
894745722,White,Male,0
146480892,White,Male,0
509209741,White,Male,0
763899652,White,Male,0
679708109,White,Female,0
279921025,White,Male,0
471049162,White,Female,0
396803709,White,Female,0
833643151,White,Female,0
865658917,White,Male,0
887283104,White,Female,1
866530854,White,Female,0
751907575,White,Female,0
831869861,White,Female,1
726540302,White,Male,0
721235288,White,Male,0
831004768,White,Male,1
239429475,White,Female,0
567263983,White,Male,0
304248687,White,Female,0
788158716,White,Female,0
747604445,White,Male,1
921796160,White,Male,1
386936361,White,Male,0
256762683,White,Female,0
716700081,White,Male,1
554825392,White,Female,0
461876346,Other,Male,0
556540775,White,Male,1
262673086,White,Male,0
650312390,White,Male,0
626485033,White,Female,1
288544986,White,Male,0
490850415,Black,Female,0
999796686,Black,Female,0
356249493,White,Female,0
385956004,White,Male,1
415977483,White,Male,0
530108267,White,Male,1
774104844,White,Male,0
196545365,White,Female,0
305855784,Black,Male,0
178185444,White,Female,0
637279506,White,Male,0
430255190,White,Male,0
487971236,White,Female,1
892451942,White,Male,0
895033018,White,Female,0
768975365,White,Male,0
414802925,White,Male,0
400697262,White,Male,0
372520464,White,Male,1
501554258,White,Male,0
807520157,White,Male,0
235870831,White,Male,0
513569952,White,Female,0
741404717,White,Female,1
281894430,Asian-Pac-Islander,Male,0
173184475,White,Male,1
560527487,Black,Male,0
609086478,White,Female,0
278401931,White,Male,0
693831660,White,Female,0
472082447,White,Male,0
425349376,White,Female,0
910363364,White,Male,0
644980366,White,Male,1
600437821,White,Male,0
524178086,White,Male,0
843025647,Black,Female,0
617993992,Amer-Indian-Eskimo,Male,0
425908674,White,Male,0
585238399,White,Female,0
991426292,Black,Female,0
659567289,White,Male,1
918701745,White,Male,1
573355900,Black,Male,1
163810713,White,Female,1
292223740,Asian-Pac-Islander,Male,1
861555594,White,Female,0
277867498,Black,Male,0
528488533,White,Male,0
986880829,White,Male,0
283993257,White,Male,0
443245971,Black,Male,0
682604913,White,Male,0
203094761,White,Male,0
523230144,White,Female,0
477436600,White,Female,0
534317498,White,Male,0
560427858,White,Male,0
723318943,White,Male,1
741516187,White,Female,1
869172123,White,Male,1
290098637,White,Male,0
916083710,White,Male,0
139193829,White,Male,0
372202030,White,Female,0
669623845,White,Female,0
822707483,White,Male,0
865584678,White,Male,0
994904606,White,Male,0
175002115,White,Female,0
815479032,White,Male,0
885321427,White,Male,0
702476805,White,Male,0
451010304,White,Female,0
705562185,Black,Male,0
563311104,Black,Female,0
220142048,White,Male,0
583284071,White,Male,0
721217752,White,Female,0
591913161,White,Male,1
923720664,White,Female,0
977348608,White,Male,0
322397017,White,Female,0
456103831,White,Female,0
163163929,White,Male,0
895010156,White,Female,0
518286667,White,Male,0
906103153,White,Male,0
127525919,White,Female,0
231828993,White,Male,0
222577277,White,Male,0
756105633,White,Male,0
487117762,White,Male,0
401959744,White,Female,0
936115310,White,Female,0
731519847,Black,Male,0
938752867,White,Male,0
153026332,White,Male,0
973486301,Black,Female,0
209116148,White,Female,0
953265417,White,Male,0
995122117,Black,Female,0
119456137,White,Male,0
596741749,White,Male,1
841910062,White,Male,0
805380317,White,Female,0
481241467,Amer-Indian-Eskimo,Female,0
265041161,White,Male,0
728740121,White,Female,0
511639681,White,Male,1
497024324,White,Male,1
961770781,White,Male,1
107726967,Black,Male,0
122903241,White,Male,1
556992885,White,Male,1
991085398,White,Female,0
676782693,White,Male,1
593825656,White,Female,0
969006344,White,Male,0
363177363,White,Male,0
217845248,Other,Female,0
754511468,White,Male,0
738673086,Black,Male,0
538162825,White,Female,1
330747782,White,Male,1
120603577,White,Male,0
260165642,Black,Female,0
762110774,White,Male,0
197467575,White,Female,0
204993210,Black,Female,0
783453753,White,Male,0
322734807,White,Male,0
245782167,White,Female,0
740121756,White,Male,0
809922499,White,Male,0
957120211,White,Female,0
859399395,White,Female,0
152476448,White,Male,0
815198886,White,Male,0
564399653,White,Male,0
687116750,White,Male,0
708570695,White,Female,0
543864544,White,Female,0
149411154,Black,Female,0
646430272,Black,Female,1
600231181,White,Female,0
123078531,White,Male,0
204623911,White,Female,0
617709479,White,Female,0
903009667,White,Male,0
434321564,White,Male,0
145117223,White,Male,1
222860695,White,Male,1
335522154,Black,Female,0
185330900,White,Male,1
677509851,Amer-Indian-Eskimo,Male,0
640525430,White,Male,0
290937916,White,Female,0
840216984,White,Male,0
554672163,White,Male,0
991022726,White,Male,0
879099862,White,Male,0
209848407,White,Male,0
146716237,White,Male,1
835462529,White,Female,0
317381059,White,Male,1
345166225,White,Male,0
913884645,White,Female,0
702567737,White,Female,0
264076014,White,Male,0
423438460,White,Male,1
968663894,White,Male,1
714391687,White,Male,0
244493991,White,Male,0
565039562,White,Male,0
154567525,White,Female,0
176217050,White,Male,0
319871963,White,Male,0
705507044,White,Male,1
367821667,White,Male,0
499514967,White,Male,0
878501529,Asian-Pac-Islander,Female,0
782309705,White,Male,1
845771265,White,Male,1
320529609,White,Female,0
556250863,White,Male,0
837860343,Amer-Indian-Eskimo,Female,0
745036440,White,Male,1
887832328,White,Male,0
528340283,White,Female,0
702737142,White,Male,0
575698642,White,Male,0
349985013,White,Female,0
810856476,White,Male,0
489655898,White,Male,0
346966690,Black,Female,0
831399407,White,Male,1
818329748,Amer-Indian-Eskimo,Male,0
762818791,Black,Male,0
833500445,White,Female,0
375753414,White,Female,0
425546294,White,Male,0
500982895,White,Male,0
688420790,White,Male,0
424800787,White,Female,0
213308106,White,Male,0
765709637,Black,Male,0
235092291,White,Male,0
834940277,White,Male,0
385352709,White,Male,1
273136992,White,Female,0
898787683,Black,Female,0
669476625,Black,Female,0
405336611,White,Male,0
378699885,White,Male,0
554613681,Black,Male,0
724651154,White,Male,1
966296196,White,Male,0
958543039,White,Male,1
143521122,White,Male,1
285217013,Black,Female,0
947662340,Black,Female,0
962709010,White,Male,1
441606905,Black,Female,1
838426399,White,Male,0
187191904,White,Female,0
526266012,White,Male,0
519183905,White,Male,1
629236189,White,Male,0
971114009,White,Male,1
522486472,White,Male,0
135103795,White,Male,0
129511961,White,Male,0
248093808,White,Male,1
539110504,White,Male,0
679812264,White,Male,1
213291233,White,Female,0
647155527,White,Male,0
517699946,White,Male,0
501322848,White,Male,1
376449082,White,Male,0
415178227,White,Male,0
942837827,Asian-Pac-Islander,Male,1
933266030,White,Female,0
308753725,White,Female,0
293430559,Asian-Pac-Islander,Female,0
134722008,White,Female,0
119496088,White,Male,0
695625572,White,Male,0
464402755,White,Male,1
851240364,Black,Male,1
574422621,White,Male,0
661490564,White,Male,0
305548610,White,Male,0
241426133,White,Female,0
305067137,White,Female,1
667475258,White,Male,0
281617402,Black,Male,1
140739350,Asian-Pac-Islander,Female,0
282644754,White,Male,0
554033015,White,Male,0
938604351,White,Female,0
122427267,White,Male,0
545230486,White,Male,1
395905009,White,Male,1
950631498,White,Female,0
286569411,White,Male,0
107080036,White,Male,0
274877814,White,Male,0
181614411,White,Male,0
200932920,White,Male,0
464713889,White,Male,1
851678046,White,Male,1
738012998,Black,Male,0
230162772,White,Female,0
997304345,White,Female,0
587452615,White,Male,0
336882124,White,Female,0
803037588,White,Male,0
567772417,White,Male,0
152235406,White,Male,0
765830789,Black,Female,0
342268303,White,Male,0
415276496,White,Male,0
228016251,White,Female,0
708863670,White,Male,0
986521071,White,Male,1
956576485,White,Male,1
152514090,White,Female,0
404005639,White,Female,0
851301101,White,Male,0
456570259,White,Female,0
871778253,White,Male,0
989240272,White,Male,0
849529503,White,Female,1
153424300,White,Female,1
565924017,Black,Male,0
996023214,Black,Male,0
493114859,White,Male,0
289735071,White,Male,0
998439118,White,Male,0
356922120,Black,Female,0
181899581,White,Male,0
909199518,White,Male,0
681722900,White,Female,0
393294294,Black,Female,0
477828953,White,Male,0
600837415,White,Female,0
231572620,White,Female,0
346534676,White,Male,1
402065752,White,Male,0
897781240,White,Male,0
499231558,White,Male,0
656425524,White,Male,1
449943091,White,Male,1
398665267,White,Male,1
233788568,White,Female,0
393638095,White,Female,0
313903349,White,Male,0
549740420,White,Male,1
682030797,White,Female,0
472698125,Asian-Pac-Islander,Female,0
228802996,White,Male,0
205625341,White,Female,0
735918818,Black,Female,0
174588563,White,Male,0
432650414,Black,Female,0
716513488,White,Male,0
389084767,Black,Female,0
145342405,White,Male,1
403142518,White,Female,0
751947522,White,Male,0
719300509,White,Female,1
209595913,White,Male,0
296708309,White,Male,0
850335295,White,Female,1
675106277,White,Male,1
557593347,Black,Female,0
718198709,Black,Male,0
774494766,White,Male,0
483664258,White,Male,1
135012837,White,Male,0
633598095,White,Male,0
783198060,White,Male,0
778925472,White,Male,0
576608641,White,Male,0
675478373,White,Male,1
583766444,White,Female,0
337787563,White,Female,1
749554464,Black,Male,0
973854516,White,Female,0
187449278,White,Female,1
468633494,White,Male,0
134941029,White,Male,1
107409613,White,Male,1
329885191,White,Female,0
771603222,White,Male,0
411828209,White,Female,0
634619586,White,Female,0
823482165,White,Male,0
141987937,White,Female,0
457889893,White,Male,0
303361013,White,Male,0
943560036,White,Female,1
655066166,White,Male,0
781865012,White,Male,0
570722204,White,Female,0
150461566,White,Male,0
321009597,White,Male,1
433609491,White,Male,0
873368144,White,Male,0
240183723,White,Female,0
423280653,White,Male,1
613695325,White,Male,0
324565963,Other,Female,1
738086460,Black,Female,0
613062282,White,Male,0
107568003,White,Male,0
987368357,White,Male,0
235284946,White,Female,0
987220892,White,Male,1
585604754,White,Male,0
411400450,White,Male,0
863755214,White,Female,0
126390358,White,Male,1
675305651,Black,Male,0
772638504,White,Male,0
593739228,Black,Male,0
191759593,White,Male,1
891034683,White,Male,1
390578413,White,Male,0
504066804,Black,Male,0
373091793,White,Male,0
875741885,White,Female,0
263487048,White,Female,0
428773349,White,Male,1
753435164,White,Male,0
374845291,White,Male,1
126238758,White,Male,1
886014213,White,Male,0
514755499,White,Female,0
969998508,Black,Male,0
153159882,White,Male,0
678477091,White,Male,0
413294214,White,Male,0
557891876,White,Female,0
779698524,White,Female,0
963139383,White,Male,1
753144331,White,Male,0
568267338,White,Male,1
206940604,White,Male,0
660253047,White,Female,0
682154219,White,Male,0
702884894,White,Female,0
658879140,White,Male,0
103743469,White,Male,1
334495971,White,Female,0
849954327,White,Female,0
219870241,White,Male,0
246569885,White,Male,0
335272661,White,Male,0
799174289,White,Female,1
252736545,White,Male,0
243322634,White,Male,0
780835022,White,Female,0
468032997,White,Male,0
996944422,White,Male,0
160058408,White,Female,1
575605691,White,Male,0
807375711,White,Male,0
647415526,White,Male,0
366663631,White,Male,0
456020090,White,Male,1
867873883,White,Female,0
561704199,White,Male,1
939143370,White,Male,0
187700599,White,Female,0
465937170,White,Male,1
454886741,White,Male,0
246988942,White,Male,0
762961847,White,Female,1
248709600,White,Female,0
903375104,White,Male,0
240044985,White,Female,0
335254113,White,Male,1
634692790,White,Male,0
370657088,White,Female,0
588984003,White,Male,1
723272171,White,Female,0
449209817,White,Female,1
608832518,White,Female,0
330183142,White,Male,0
902460765,White,Male,0
209868813,White,Male,0
797410572,White,Male,0
427180775,White,Female,0
882955530,White,Male,0
314357636,White,Male,0
556654418,White,Male,1
142855744,White,Male,0
295660276,White,Male,1
217451598,White,Male,0
125774348,White,Male,1
143424445,Asian-Pac-Islander,Male,1
414148173,Black,Male,0
149434930,White,Male,1
584189167,Black,Female,0
350768421,White,Female,0
721030309,White,Male,1
582915054,White,Female,0
421679902,White,Female,0
469796508,White,Male,1
387952407,White,Male,0
635309104,White,Male,1
918602570,White,Female,0
419687044,White,Male,0
770188735,White,Male,0
902033811,White,Male,0
864971558,Black,Male,0
621804116,White,Female,0
211623925,Black,Female,0
476969406,White,Male,0
902895273,Asian-Pac-Islander,Female,0
657333107,White,Male,1
210689283,White,Male,1
646628091,White,Male,0
817508798,White,Male,0
729916190,White,Female,0
946706513,White,Male,1
279310816,White,Male,0
916609001,White,Male,0
865533675,White,Male,0
185810277,White,Female,0
207445856,Amer-Indian-Eskimo,Male,0
602642893,White,Male,0
862247194,White,Female,0
483671088,White,Male,0
191851757,Black,Male,0
288967043,White,Male,0
875187684,White,Male,0
885733680,White,Male,0
482152010,White,Male,0
381284076,White,Male,0
497521940,White,Male,0
108711442,Black,Male,0
752369598,White,Male,1
692224707,Asian-Pac-Islander,Female,0
143013019,Asian-Pac-Islander,Male,1
822003798,White,Male,0
391592999,White,Male,0
488742903,White,Male,0
318003464,White,Male,0
921244885,White,Female,0
449757661,Black,Female,0
675096929,White,Male,0
242321021,White,Male,0
787964947,White,Male,0
815102361,White,Male,1
553444986,White,Female,0
421025221,White,Female,0
418655199,White,Male,0
869748301,White,Female,0
633520536,White,Male,0
445186076,White,Female,0
526258713,White,Male,1
312062901,White,Male,1
919878822,White,Female,0
794538424,White,Male,1
680041734,White,Male,0
555338836,White,Male,1
304129518,Amer-Indian-Eskimo,Female,0
223065345,Black,Male,0
684481516,White,Male,1
913674128,White,Female,0
920393401,White,Male,0
206599682,Black,Female,0
833422202,White,Female,0
884354279,White,Female,1
734113179,White,Male,0
702541745,White,Male,0
654595289,White,Female,1
380514419,White,Male,1
938110031,Black,Female,0
236090539,White,Female,0
209538597,White,Male,0
243972224,White,Male,0
191380758,White,Male,1
578601851,White,Male,0
201349571,White,Male,1
708393558,White,Male,1
494454593,White,Male,0
852708533,White,Female,0
624144788,White,Male,0
955972052,White,Female,0
912924086,White,Male,0
475044050,White,Female,0
660415655,White,Male,1
590527063,White,Male,0
163428460,Asian-Pac-Islander,Male,1
349738365,White,Female,0
158744447,White,Male,1
806950286,White,Female,0
704756362,White,Male,1
469123303,White,Male,0
696515531,White,Male,0
335637215,White,Female,0
448427869,White,Female,0
619267305,White,Male,1
383290035,Black,Female,0
892649980,White,Male,0
791192562,White,Female,0
800962424,White,Female,0
829885213,Black,Female,0
557264036,White,Male,0
357485615,White,Male,1
868053960,White,Female,0
979425242,Black,Female,0
817823099,White,Female,0
932209993,White,Male,0
857810503,White,Female,0
367572291,White,Male,0
771661424,White,Male,0
479906553,White,Male,0
669995305,White,Male,1
199154715,White,Male,0
435590849,White,Male,1
781654886,White,Male,0
319808529,White,Male,1
462973334,White,Male,0
592661019,White,Male,1
809034676,White,Male,0
342135718,White,Male,1
143519872,White,Female,1
960478747,White,Female,0
102423285,White,Male,0
194859230,White,Male,0
864613200,Black,Male,0
196071324,White,Male,1
132375026,White,Male,1
317796137,White,Male,0
472929161,White,Female,0
784884183,White,Male,0
496017389,White,Male,1
232610316,White,Male,1
494998893,White,Male,0
215805488,White,Male,0
761508374,White,Female,1
927054054,White,Female,0
704680146,White,Male,0
452659903,White,Male,0
519115223,White,Male,0
541924169,White,Male,1
604367051,White,Female,0
119695985,White,Male,0
887477787,Black,Female,0
251151724,White,Male,0
976467062,Black,Male,0
851042673,White,Male,1
529843307,White,Female,0
183249430,Asian-Pac-Islander,Male,0
879441257,White,Female,0
275748647,White,Male,0
607822603,White,Male,0
796826285,Black,Female,0
235851794,White,Male,0
814976114,White,Male,0
321597007,White,Male,0
161220348,White,Male,0
273524242,Black,Female,0
870678740,White,Female,0
792220454,White,Female,0
503708113,Black,Female,0
775561496,White,Female,0
488780333,White,Male,1
921645732,White,Female,0
677532661,White,Male,0
923522379,White,Female,0
437082000,White,Male,0
415369378,White,Female,0
192590918,White,Male,1
947309610,White,Male,0
366561677,White,Male,1
410004437,White,Male,1
104220038,White,Male,1
415902797,White,Male,0
309603410,White,Male,0
623814273,White,Male,0
141331181,White,Female,0
199199909,White,Male,1
357436593,White,Male,1
485332043,White,Male,0
736130279,White,Male,0
525059227,White,Male,0
116408898,White,Female,0
183408693,White,Male,1
618247115,White,Male,0
992273201,White,Male,1
662139752,White,Male,0
543525669,White,Male,0
853133643,White,Female,0
412153622,White,Female,0
131717055,White,Male,1
383468376,White,Male,1
237546422,White,Female,1
582425184,White,Male,0
224921571,White,Male,0
959194214,Black,Female,0
444483101,Asian-Pac-Islander,Male,0
708693896,White,Male,0
160951033,White,Female,1
995530042,White,Female,0
180588348,White,Female,0
440300811,White,Male,0
511868559,White,Male,1
617273507,White,Male,0
704078547,White,Male,0
811766491,White,Male,0
577474848,White,Male,0
138975041,White,Male,1
314289208,White,Male,0
848903912,White,Male,1
581325960,White,Male,1
234411935,Asian-Pac-Islander,Male,0
461078977,White,Male,0
693482414,White,Male,0
312168939,Asian-Pac-Islander,Male,0
287335327,White,Male,0
376596186,White,Female,0
917822934,White,Female,1
823494110,White,Female,0
335627331,White,Male,0
999345983,White,Male,1
115117899,White,Male,0
166821308,Black,Male,0
973207884,White,Female,1
833383720,White,Female,0
675569546,White,Male,0
773612584,White,Male,0
707139745,White,Male,1
253131881,White,Male,0
792826245,White,Male,1
504547191,White,Female,1
617574792,White,Male,0
521393939,White,Female,0
293202940,White,Female,0
884587971,White,Male,1
777521097,White,Male,0
929124714,White,Male,0
173638028,White,Female,1
883780444,Asian-Pac-Islander,Male,0
815355889,White,Male,0
888812248,White,Female,0
417426627,White,Male,0
884098800,White,Male,0
413541485,Black,Female,0
413316204,White,Female,0
420102285,White,Male,1
306926842,Black,Male,0
318684581,White,Male,0
345953857,White,Male,0
328836560,Black,Female,0
131294330,White,Female,0
609643964,White,Female,0
173507422,White,Female,0
609949839,White,Male,0
555039639,White,Male,1
461037384,White,Male,1
486168568,Black,Male,1
997424573,White,Male,0
219383129,White,Male,0
301976372,White,Female,0
716533443,White,Male,0
951798322,White,Female,0
695114414,White,Male,0
997748474,White,Male,0
911972514,White,Male,1
238858112,White,Female,0
419319801,White,Male,0
216871613,White,Male,1
544652162,White,Male,1
586930739,White,Male,0
738392269,White,Female,0
728710881,White,Male,0
358417468,White,Male,0
573150910,White,Male,0
172518102,White,Male,0
118243365,White,Male,1
534662335,White,Female,1
445428197,Asian-Pac-Islander,Male,0
550011488,White,Male,0
174844157,White,Male,0
943187529,White,Male,0
656241686,White,Male,1
126976081,White,Male,1
734220379,White,Female,1
567415265,Black,Female,0
944422837,White,Male,1
477069632,White,Female,0
984203634,White,Male,0
541567196,White,Male,0
567633023,White,Female,0
367642000,Black,Female,0
860871086,White,Male,1
948249755,White,Male,0
964678154,White,Male,0
910603063,White,Male,1
422747439,White,Female,0
252923747,White,Male,1
608053359,White,Female,0
385765971,Asian-Pac-Islander,Male,0
309389621,White,Male,1
647937509,White,Female,1
303011989,White,Male,0
733772957,White,Male,0
740950700,White,Male,0
688029720,White,Male,0
240247054,Black,Female,0
475568808,White,Male,0
591949160,White,Female,0
338248461,White,Male,0
647967944,White,Male,0
527503639,White,Male,1
457592171,White,Male,0
653679879,White,Male,0
508954430,White,Female,0
805260704,Black,Female,0
654868541,White,Male,0
528626056,White,Male,0
191218465,White,Female,0
986229726,White,Male,0
339307680,Black,Male,1
765317946,White,Male,1
648947045,White,Male,0
615628440,White,Male,1
291055498,Black,Male,0
151100452,White,Male,1
927407903,White,Male,0
159491320,White,Male,1
634273190,White,Male,0
349621590,White,Male,0
829676467,White,Male,1
861415420,White,Male,0
972010092,White,Female,0
123295850,White,Male,1
612768722,White,Male,0
315988621,White,Female,1
