,0,1
140,0.7637725,0.23622754
141,0.7529423,0.2470577
142,0.7608176,0.23918243
143,0.76161736,0.23838262
144,0.7608176,0.23918243
145,0.7637725,0.23622754
146,0.758547,0.24145299
147,0.7631778,0.23682217
148,0.7631778,0.23682217
149,0.7608176,0.23918243
150,0.6919954,0.30800465
151,0.74032056,0.25967947
152,0.7637725,0.23622754
153,0.72024274,0.27975726
154,0.72815347,0.27184653
155,0.7608176,0.23918243
156,0.74693274,0.25306726
157,0.7608176,0.23918243
158,0.6919954,0.30800465
159,0.7553997,0.2446003
160,0.7397446,0.2602554
161,0.7631778,0.23682217
162,0.7626045,0.23739551
163,0.7608176,0.23918243
164,0.7637725,0.23622754
165,0.7327265,0.2672735
166,0.6729772,0.32702276
167,0.74693274,0.25306726
168,0.73394275,0.26605725
169,0.7232095,0.27679047
170,0.7631778,0.23682217
171,0.758547,0.24145299
172,0.7601583,0.23984171
173,0.7637725,0.23622754
174,0.6699296,0.33007035
175,0.7637725,0.23622754
176,0.7626045,0.23739551
177,0.7637725,0.23622754
178,0.7637725,0.23622754
179,0.7631778,0.23682217
180,0.7637725,0.23622754
181,0.6699296,0.33007035
182,0.692304,0.307696
183,0.7626045,0.23739551
184,0.69579244,0.3042076
185,0.7637725,0.23622754
186,0.75659966,0.24340035
187,0.7637725,0.23622754
188,0.71149254,0.28850746
189,0.7637725,0.23622754
190,0.7637725,0.23622754
191,0.67100084,0.3289992
192,0.7637725,0.23622754
193,0.7626045,0.23739551
194,0.7063271,0.2936729
195,0.7637725,0.23622754
196,0.7464621,0.2535379
197,0.75378567,0.24621433
198,0.72024274,0.27975726
199,0.75970316,0.24029681
200,0.76023257,0.2397674
201,0.7608176,0.23918243
202,0.6729772,0.32702276
203,0.75530696,0.24469307
204,0.72024274,0.27975726
205,0.7631778,0.23682217
206,0.7637725,0.23622754
207,0.75378567,0.24621433
208,0.72024274,0.27975726
209,0.7558768,0.24412319
210,0.702584,0.297416
211,0.7631778,0.23682217
212,0.6838888,0.3161112
213,0.73263395,0.26736605
214,0.7608176,0.23918243
215,0.74917567,0.25082436
216,0.7637725,0.23622754
217,0.7602614,0.23973857
218,0.7196746,0.28032544
219,0.74344075,0.25655928
220,0.6699296,0.33007035
221,0.7327265,0.2672735
222,0.7637725,0.23622754
223,0.70215315,0.29784685
224,0.7268345,0.27316552
225,0.75659966,0.24340035
226,0.7637725,0.23622754
227,0.7637725,0.23622754
228,0.7608176,0.23918243
229,0.758547,0.24145299
230,0.7602614,0.23973857
231,0.702584,0.297416
232,0.7637725,0.23622754
233,0.6703159,0.32968408
234,0.7608176,0.23918243
235,0.7506006,0.24939944
236,0.7637725,0.23622754
237,0.7631778,0.23682217
238,0.72024274,0.27975726
239,0.7637725,0.23622754
240,0.75378567,0.24621433
241,0.74693626,0.25306374
242,0.7631778,0.23682217
243,0.72024274,0.27975726
244,0.7455698,0.2544302
245,0.73394275,0.26605725
246,0.7327265,0.2672735
247,0.7631778,0.23682217
248,0.7637725,0.23622754
249,0.7637725,0.23622754
250,0.7637725,0.23622754
251,0.75970316,0.24029681
252,0.7327265,0.2672735
253,0.70671743,0.29328257
254,0.74741805,0.25258198
255,0.7637725,0.23622754
256,0.7327265,0.2672735
257,0.7379234,0.2620766
258,0.69579244,0.3042076
259,0.69579244,0.3042076
260,0.7637725,0.23622754
261,0.7637725,0.23622754
262,0.7637725,0.23622754
263,0.6895473,0.3104527
264,0.7637725,0.23622754
265,0.7637725,0.23622754
266,0.7594924,0.24050757
267,0.7637725,0.23622754
268,0.7637725,0.23622754
269,0.69579244,0.3042076
270,0.7637725,0.23622754
271,0.73992443,0.2600756
272,0.7637725,0.23622754
273,0.75970316,0.24029681
274,0.7583351,0.24166492
275,0.7327265,0.2672735
276,0.70666504,0.293335
277,0.7206613,0.27933872
278,0.6729772,0.32702276
279,0.7412126,0.25878742
280,0.72024274,0.27975726
281,0.7473491,0.25265092
282,0.7637725,0.23622754
283,0.7631778,0.23682217
284,0.7631778,0.23682217
285,0.7327265,0.2672735
286,0.6703159,0.32968408
287,0.7425693,0.25743067
288,0.7637725,0.23622754
289,0.7637725,0.23622754
290,0.7541512,0.24584877
291,0.7637725,0.23622754
292,0.7637725,0.23622754
293,0.7626045,0.23739551
294,0.7306948,0.26930523
295,0.75970316,0.24029681
296,0.7608176,0.23918243
297,0.7608176,0.23918243
298,0.7631778,0.23682217
299,0.75390744,0.24609256
300,0.7637725,0.23622754
301,0.7631778,0.23682217
302,0.7637725,0.23622754
303,0.7569225,0.24307749
304,0.7637725,0.23622754
305,0.7631778,0.23682217
306,0.7637725,0.23622754
307,0.7631778,0.23682217
308,0.7637725,0.23622754
309,0.7327265,0.2672735
310,0.7608176,0.23918243
311,0.7583351,0.24166492
312,0.7637725,0.23622754
313,0.7607301,0.23926991
314,0.7637725,0.23622754
315,0.7637725,0.23622754
316,0.67100084,0.3289992
317,0.7637725,0.23622754
318,0.7637725,0.23622754
319,0.7608176,0.23918243
320,0.73640066,0.26359934
321,0.69579244,0.3042076
322,0.74917567,0.25082436
323,0.7455698,0.2544302
324,0.7637725,0.23622754
325,0.7631778,0.23682217
326,0.758547,0.24145299
327,0.7520145,0.24798548
328,0.73285514,0.26714486
329,0.7637725,0.23622754
330,0.7459495,0.25405052
331,0.6974254,0.30257457
332,0.7637725,0.23622754
333,0.7631778,0.23682217
334,0.7637725,0.23622754
335,0.69579244,0.3042076
336,0.7637725,0.23622754
337,0.7327265,0.2672735
338,0.7613274,0.23867263
339,0.73800635,0.26199365
340,0.7327265,0.2672735
341,0.7637725,0.23622754
342,0.7602614,0.23973857
343,0.7637725,0.23622754
344,0.75970316,0.24029681
345,0.7455698,0.2544302
346,0.7500031,0.2499969
347,0.7631778,0.23682217
348,0.74693274,0.25306726
349,0.7425693,0.25743067
350,0.72024274,0.27975726
351,0.702584,0.297416
352,0.7631778,0.23682217
353,0.76023257,0.2397674
354,0.7637725,0.23622754
355,0.7607301,0.23926991
356,0.72024274,0.27975726
357,0.7327265,0.2672735
358,0.67142963,0.32857034
359,0.7425693,0.25743067
360,0.69579244,0.3042076
361,0.7063271,0.2936729
362,0.7327265,0.2672735
363,0.76023257,0.2397674
364,0.7637725,0.23622754
365,0.72024274,0.27975726
366,0.7637725,0.23622754
367,0.700877,0.299123
368,0.7626045,0.23739551
369,0.75869846,0.24130152
370,0.6699296,0.33007035
371,0.7637725,0.23622754
372,0.75378567,0.24621433
373,0.67100084,0.3289992
374,0.69579244,0.3042076
375,0.72024274,0.27975726
376,0.7631778,0.23682217
377,0.7607301,0.23926991
378,0.70671743,0.29328257
379,0.7583351,0.24166492
380,0.72024274,0.27975726
381,0.67142963,0.32857034
382,0.7637725,0.23622754
383,0.7327265,0.2672735
384,0.7607301,0.23926991
385,0.7637725,0.23622754
386,0.7569225,0.24307749
387,0.67142963,0.32857034
388,0.7626045,0.23739551
389,0.7631778,0.23682217
390,0.75830024,0.24169974
391,0.7608176,0.23918243
392,0.7631778,0.23682217
393,0.6919954,0.30800465
394,0.6974254,0.30257457
395,0.72024274,0.27975726
396,0.7631778,0.23682217
397,0.7631778,0.23682217
398,0.7637725,0.23622754
399,0.7637725,0.23622754
400,0.69579244,0.3042076
401,0.7631778,0.23682217
402,0.7327265,0.2672735
403,0.758547,0.24145299
404,0.7583351,0.24166492
405,0.7004328,0.2995672
406,0.73995066,0.2600493
407,0.7437156,0.25628442
408,0.7637725,0.23622754
409,0.755036,0.24496403
410,0.74297106,0.2570289
411,0.7631778,0.23682217
412,0.7626045,0.23739551
413,0.7602614,0.23973857
414,0.75970316,0.24029681
415,0.7637725,0.23622754
416,0.7626045,0.23739551
417,0.67142963,0.32857034
418,0.7410917,0.25890827
419,0.76161736,0.23838262
420,0.7631778,0.23682217
421,0.7631778,0.23682217
422,0.69579244,0.3042076
423,0.7601583,0.23984171
424,0.7637725,0.23622754
425,0.74693626,0.25306374
426,0.7637725,0.23622754
427,0.7327265,0.2672735
428,0.72307867,0.27692133
429,0.7421348,0.25786516
430,0.7093258,0.29067424
431,0.7637725,0.23622754
432,0.7602614,0.23973857
433,0.7637725,0.23622754
434,0.6703159,0.32968408
435,0.7637725,0.23622754
436,0.7501483,0.24985167
437,0.7409638,0.25903618
438,0.7594924,0.24050757
439,0.7637725,0.23622754
440,0.6703159,0.32968408
441,0.72024274,0.27975726
442,0.7327265,0.2672735
443,0.7594924,0.24050757
444,0.7459159,0.2540841
445,0.72174865,0.27825135
446,0.7637725,0.23622754
447,0.6699296,0.33007035
448,0.67100084,0.3289992
449,0.67100084,0.3289992
450,0.6729772,0.32702276
451,0.76161736,0.23838262
452,0.67871904,0.32128096
453,0.67100084,0.3289992
454,0.67142963,0.32857034
455,0.75337994,0.24662007
456,0.74344075,0.25655928
457,0.7637725,0.23622754
458,0.7327265,0.2672735
459,0.72815347,0.27184653
460,0.69579244,0.3042076
461,0.7327265,0.2672735
462,0.7637725,0.23622754
463,0.7631778,0.23682217
464,0.7637725,0.23622754
465,0.7584536,0.2415464
466,0.7584536,0.2415464
467,0.74732035,0.25267965
468,0.72174865,0.27825135
469,0.7422575,0.25774255
470,0.7624796,0.23752041
471,0.74693274,0.25306726
472,0.75970316,0.24029681
473,0.6974254,0.30257457
474,0.7631778,0.23682217
475,0.7637725,0.23622754
476,0.73689675,0.26310322
477,0.73394275,0.26605725
478,0.7447103,0.2552897
479,0.7631778,0.23682217
480,0.7327265,0.2672735
481,0.7327265,0.2672735
482,0.6895473,0.3104527
483,0.7528618,0.2471382
484,0.74693274,0.25306726
485,0.6699296,0.33007035
486,0.7268345,0.27316552
487,0.6912894,0.30871055
488,0.74693274,0.25306726
489,0.7437028,0.25629717
490,0.75680774,0.24319227
491,0.7637725,0.23622754
492,0.72024274,0.27975726
493,0.7637725,0.23622754
494,0.75970316,0.24029681
495,0.7608176,0.23918243
496,0.7608176,0.23918243
497,0.7631778,0.23682217
498,0.7327265,0.2672735
499,0.7327265,0.2672735
500,0.67142963,0.32857034
501,0.7327265,0.2672735
502,0.7637725,0.23622754
503,0.67100084,0.3289992
504,0.7637725,0.23622754
505,0.7631778,0.23682217
506,0.7608176,0.23918243
507,0.7133335,0.2866665
508,0.7327265,0.2672735
509,0.7631778,0.23682217
510,0.7460363,0.25396374
511,0.7637725,0.23622754
512,0.7608176,0.23918243
513,0.69579244,0.3042076
514,0.7327265,0.2672735
515,0.7637725,0.23622754
516,0.7327265,0.2672735
517,0.7637725,0.23622754
518,0.7637725,0.23622754
519,0.75680774,0.24319227
520,0.758547,0.24145299
521,0.7608176,0.23918243
522,0.7327265,0.2672735
523,0.7631778,0.23682217
524,0.72024274,0.27975726
525,0.7227812,0.27721885
526,0.7607301,0.23926991
527,0.7526012,0.24739878
528,0.7608176,0.23918243
529,0.7459495,0.25405052
530,0.6838888,0.3161112
531,0.7626045,0.23739551
532,0.75970316,0.24029681
533,0.6729772,0.32702276
534,0.7637725,0.23622754
535,0.70671743,0.29328257
536,0.7626045,0.23739551
537,0.74429315,0.25570685
538,0.7637725,0.23622754
539,0.7637725,0.23622754
540,0.72024274,0.27975726
541,0.7637725,0.23622754
542,0.6699296,0.33007035
543,0.7594924,0.24050757
544,0.7631778,0.23682217
545,0.7041534,0.29584655
546,0.75378567,0.24621433
547,0.7305968,0.26940325
548,0.74338055,0.25661942
549,0.7541491,0.24585094
550,0.7624796,0.23752041
551,0.7467748,0.2532252
552,0.7046673,0.29533264
553,0.73995066,0.2600493
554,0.75970316,0.24029681
555,0.7583351,0.24166492
556,0.7237097,0.27629027
557,0.73394275,0.26605725
558,0.7637725,0.23622754
559,0.7631778,0.23682217
560,0.7637725,0.23622754
561,0.7608176,0.23918243
562,0.7637725,0.23622754
563,0.7637725,0.23622754
564,0.7637725,0.23622754
565,0.7327265,0.2672735
566,0.7133335,0.2866665
567,0.7327265,0.2672735
568,0.75390744,0.24609256
569,0.74741805,0.25258198
570,0.72024274,0.27975726
571,0.74003124,0.25996876
572,0.69579244,0.3042076
573,0.7631778,0.23682217
574,0.72024274,0.27975726
575,0.7637725,0.23622754
576,0.7608176,0.23918243
577,0.6699296,0.33007035
578,0.7637725,0.23622754
579,0.7631778,0.23682217
580,0.7637725,0.23622754
581,0.7583351,0.24166492
582,0.67100084,0.3289992
583,0.7637725,0.23622754
584,0.6974254,0.30257457
585,0.69579244,0.3042076
586,0.7631778,0.23682217
587,0.75831217,0.24168785
588,0.7637725,0.23622754
589,0.6703159,0.32968408
590,0.71054465,0.28945535
591,0.6919954,0.30800465
592,0.7631778,0.23682217
593,0.72024274,0.27975726
594,0.75970316,0.24029681
595,0.7626045,0.23739551
596,0.7631778,0.23682217
597,0.692304,0.307696
598,0.7637725,0.23622754
599,0.73995066,0.2600493
600,0.7631778,0.23682217
601,0.7626045,0.23739551
602,0.75055504,0.24944495
603,0.7637725,0.23622754
604,0.73995066,0.2600493
605,0.7583351,0.24166492
606,0.74917567,0.25082436
607,0.728058,0.27194205
608,0.7631778,0.23682217
609,0.6699296,0.33007035
610,0.74693626,0.25306374
611,0.7637725,0.23622754
612,0.7637725,0.23622754
613,0.7637725,0.23622754
614,0.73394275,0.26605725
615,0.7637725,0.23622754
616,0.734527,0.265473
617,0.7425693,0.25743067
618,0.75641674,0.24358326
619,0.6919954,0.30800465
620,0.7631778,0.23682217
621,0.7631778,0.23682217
622,0.7446847,0.25531533
623,0.6974254,0.30257457
624,0.67142963,0.32857034
625,0.7631778,0.23682217
626,0.71624255,0.28375748
627,0.7637725,0.23622754
628,0.7327265,0.2672735
629,0.7594924,0.24050757
630,0.6699296,0.33007035
631,0.7327265,0.2672735
632,0.7608176,0.23918243
633,0.7631778,0.23682217
634,0.7327265,0.2672735
635,0.7631778,0.23682217
636,0.7637725,0.23622754
637,0.74429315,0.25570685
638,0.7631778,0.23682217
639,0.69579244,0.3042076
640,0.7583351,0.24166492
641,0.7637725,0.23622754
642,0.7602614,0.23973857
643,0.67100084,0.3289992
644,0.73995066,0.2600493
645,0.7637725,0.23622754
646,0.7455698,0.2544302
647,0.7637725,0.23622754
648,0.7637725,0.23622754
649,0.73560584,0.26439416
650,0.75869846,0.24130152
651,0.72024274,0.27975726
652,0.6699296,0.33007035
653,0.74297106,0.2570289
654,0.7369969,0.26300308
655,0.7327265,0.2672735
656,0.6895473,0.3104527
657,0.7631778,0.23682217
658,0.72024274,0.27975726
659,0.75378567,0.24621433
660,0.69579244,0.3042076
661,0.72024274,0.27975726
662,0.7327265,0.2672735
663,0.7626045,0.23739551
664,0.7626045,0.23739551
665,0.72024274,0.27975726
666,0.7327265,0.2672735
667,0.7637725,0.23622754
668,0.7637725,0.23622754
669,0.7455698,0.2544302
670,0.72815347,0.27184653
671,0.7327265,0.2672735
672,0.67871904,0.32128096
673,0.72024274,0.27975726
674,0.70599896,0.29400104
675,0.69579244,0.3042076
676,0.7631778,0.23682217
677,0.7631778,0.23682217
678,0.7637725,0.23622754
679,0.7631778,0.23682217
680,0.75128627,0.24871376
681,0.75970316,0.24029681
682,0.72024274,0.27975726
683,0.73394275,0.26605725
684,0.692304,0.307696
685,0.7637725,0.23622754
686,0.7133335,0.2866665
687,0.76051354,0.23948649
688,0.7637725,0.23622754
689,0.6699296,0.33007035
690,0.7631778,0.23682217
691,0.7626045,0.23739551
692,0.75382406,0.24617594
693,0.7626045,0.23739551
694,0.7602614,0.23973857
695,0.74693274,0.25306726
696,0.72307867,0.27692133
697,0.728058,0.27194205
698,0.75680774,0.24319227
699,0.7495861,0.25041392
700,0.7425693,0.25743067
701,0.7327265,0.2672735
702,0.74867386,0.25132614
703,0.72024274,0.27975726
704,0.7637725,0.23622754
705,0.7637725,0.23622754
706,0.7608176,0.23918243
707,0.7594924,0.24050757
708,0.7637725,0.23622754
709,0.75970316,0.24029681
710,0.7637725,0.23622754
711,0.6703159,0.32968408
712,0.72024274,0.27975726
713,0.7631778,0.23682217
714,0.7637725,0.23622754
715,0.75378567,0.24621433
716,0.7326641,0.26733586
717,0.7569725,0.24302752
718,0.7637725,0.23622754
719,0.7637725,0.23622754
720,0.75390744,0.24609256
721,0.7637725,0.23622754
722,0.7631778,0.23682217
723,0.7637725,0.23622754
724,0.72815347,0.27184653
725,0.7594924,0.24050757
726,0.75378567,0.24621433
727,0.7608176,0.23918243
728,0.73175436,0.26824564
729,0.72024274,0.27975726
730,0.6974254,0.30257457
731,0.7615984,0.23840159
732,0.7608176,0.23918243
733,0.75340414,0.24659589
734,0.7631778,0.23682217
735,0.7637725,0.23622754
736,0.7631778,0.23682217
737,0.74531484,0.2546852
738,0.7569225,0.24307749
739,0.75970316,0.24029681
740,0.7637725,0.23622754
741,0.7608176,0.23918243
742,0.7637725,0.23622754
743,0.7569225,0.24307749
744,0.7624796,0.23752041
745,0.7637725,0.23622754
746,0.7626045,0.23739551
747,0.7593678,0.2406322
748,0.6974254,0.30257457
749,0.7637725,0.23622754
750,0.7637725,0.23622754
751,0.75641674,0.24358326
752,0.7327265,0.2672735
753,0.6699296,0.33007035
754,0.69579244,0.3042076
755,0.7626045,0.23739551
756,0.7455698,0.2544302
757,0.7637725,0.23622754
758,0.73640066,0.26359934
759,0.702584,0.297416
760,0.7631778,0.23682217
761,0.7631778,0.23682217
762,0.72024274,0.27975726
763,0.67142963,0.32857034
764,0.7631778,0.23682217
765,0.75680774,0.24319227
766,0.734527,0.265473
767,0.7327265,0.2672735
768,0.7425693,0.25743067
769,0.7631778,0.23682217
770,0.76023257,0.2397674
771,0.7608176,0.23918243
772,0.7626045,0.23739551
773,0.72024274,0.27975726
774,0.7637725,0.23622754
775,0.7637725,0.23622754
776,0.75390744,0.24609256
777,0.7425693,0.25743067
778,0.7637725,0.23622754
779,0.758547,0.24145299
780,0.76161736,0.23838262
781,0.72024274,0.27975726
782,0.6974254,0.30257457
783,0.73652995,0.26347005
784,0.6729772,0.32702276
785,0.7631778,0.23682217
786,0.7608176,0.23918243
787,0.73640066,0.26359934
788,0.75378567,0.24621433
789,0.75659966,0.24340035
790,0.7637725,0.23622754
791,0.7637725,0.23622754
792,0.69579244,0.3042076
793,0.74693274,0.25306726
794,0.7327265,0.2672735
795,0.7608176,0.23918243
796,0.7637725,0.23622754
797,0.73263395,0.26736605
798,0.7637725,0.23622754
799,0.75378567,0.24621433
800,0.7425693,0.25743067
801,0.69579244,0.3042076
802,0.72024274,0.27975726
803,0.72024274,0.27975726
804,0.7608176,0.23918243
805,0.67100084,0.3289992
806,0.7626045,0.23739551
807,0.6919954,0.30800465
808,0.6729772,0.32702276
809,0.71149254,0.28850746
810,0.74917567,0.25082436
811,0.7608176,0.23918243
812,0.75340414,0.24659589
813,0.73995066,0.2600493
814,0.7637725,0.23622754
815,0.6699296,0.33007035
816,0.7327265,0.2672735
817,0.7626045,0.23739551
818,0.7607301,0.23926991
819,0.7637725,0.23622754
820,0.67142963,0.32857034
821,0.7584536,0.2415464
822,0.7637725,0.23622754
823,0.7602614,0.23973857
824,0.7637725,0.23622754
825,0.6699296,0.33007035
826,0.7528618,0.2471382
827,0.7425693,0.25743067
828,0.7624796,0.23752041
829,0.7608176,0.23918243
830,0.75378567,0.24621433
831,0.732322,0.26767805
832,0.7602614,0.23973857
833,0.73995066,0.2600493
834,0.7637725,0.23622754
835,0.7637725,0.23622754
836,0.7637725,0.23622754
837,0.7004328,0.2995672
838,0.734527,0.265473
839,0.7631778,0.23682217
840,0.7608176,0.23918243
841,0.75378567,0.24621433
842,0.6974254,0.30257457
843,0.737473,0.26252696
844,0.7608176,0.23918243
845,0.7637725,0.23622754
846,0.7637725,0.23622754
847,0.7637725,0.23622754
848,0.7327265,0.2672735
849,0.7624796,0.23752041
850,0.7637725,0.23622754
851,0.7637725,0.23622754
852,0.7472332,0.2527668
853,0.7626045,0.23739551
854,0.6848537,0.3151463
855,0.72024274,0.27975726
856,0.7608176,0.23918243
857,0.75831217,0.24168785
858,0.7327265,0.2672735
859,0.734527,0.265473
860,0.6919954,0.30800465
861,0.7637725,0.23622754
862,0.7637725,0.23622754
863,0.7637725,0.23622754
864,0.7594924,0.24050757
865,0.7608176,0.23918243
866,0.7624796,0.23752041
867,0.7607301,0.23926991
868,0.7571852,0.2428148
869,0.7583351,0.24166492
870,0.7421348,0.25786516
871,0.7624796,0.23752041
872,0.72024274,0.27975726
873,0.7637725,0.23622754
874,0.7569225,0.24307749
875,0.7637725,0.23622754
876,0.7187271,0.28127292
877,0.74741805,0.25258198
878,0.75680774,0.24319227
879,0.69579244,0.3042076
880,0.6848537,0.3151463
881,0.7631778,0.23682217
882,0.7063271,0.2936729
883,0.70666504,0.293335
884,0.7637725,0.23622754
885,0.7637725,0.23622754
886,0.72024274,0.27975726
887,0.72024274,0.27975726
888,0.7133335,0.2866665
889,0.7631778,0.23682217
890,0.7637725,0.23622754
891,0.7327265,0.2672735
892,0.702584,0.297416
893,0.7608176,0.23918243
894,0.7637725,0.23622754
895,0.7637725,0.23622754
896,0.67100084,0.3289992
897,0.6699296,0.33007035
898,0.72024274,0.27975726
899,0.7626045,0.23739551
900,0.7608176,0.23918243
901,0.702584,0.297416
902,0.7637725,0.23622754
903,0.7631778,0.23682217
904,0.7637725,0.23622754
905,0.7133335,0.2866665
906,0.72024274,0.27975726
907,0.7004328,0.2995672
908,0.7631778,0.23682217
909,0.72024274,0.27975726
910,0.72024274,0.27975726
911,0.72024274,0.27975726
912,0.69579244,0.3042076
913,0.7601583,0.23984171
914,0.7631778,0.23682217
915,0.75970316,0.24029681
916,0.7425693,0.25743067
917,0.7608176,0.23918243
918,0.72089577,0.27910426
919,0.67142963,0.32857034
920,0.7569225,0.24307749
921,0.6919954,0.30800465
922,0.755036,0.24496403
923,0.7443857,0.25561425
924,0.7608176,0.23918243
925,0.7637725,0.23622754
926,0.7637725,0.23622754
927,0.6974254,0.30257457
928,0.7637725,0.23622754
929,0.7631778,0.23682217
930,0.7594924,0.24050757
931,0.7637725,0.23622754
932,0.7637725,0.23622754
933,0.7541512,0.24584877
934,0.7637725,0.23622754
935,0.7637725,0.23622754
936,0.7608176,0.23918243
937,0.7637725,0.23622754
938,0.75793594,0.24206406
939,0.7624796,0.23752041
940,0.7631778,0.23682217
941,0.75378567,0.24621433
942,0.73394275,0.26605725
943,0.7631778,0.23682217
944,0.7637725,0.23622754
945,0.7608176,0.23918243
946,0.7637725,0.23622754
947,0.7637725,0.23622754
948,0.7637725,0.23622754
949,0.67871904,0.32128096
950,0.74693274,0.25306726
951,0.692304,0.307696
952,0.75641674,0.24358326
953,0.7602614,0.23973857
954,0.7327265,0.2672735
955,0.7637725,0.23622754
956,0.7631778,0.23682217
957,0.76051354,0.23948649
958,0.73394275,0.26605725
959,0.73263395,0.26736605
960,0.73394275,0.26605725
961,0.7637725,0.23622754
962,0.7637725,0.23622754
963,0.7594924,0.24050757
964,0.7637725,0.23622754
965,0.7608176,0.23918243
966,0.7637725,0.23622754
967,0.73995066,0.2600493
968,0.7637725,0.23622754
969,0.7637725,0.23622754
970,0.73394275,0.26605725
971,0.75869846,0.24130152
972,0.7025295,0.2974705
973,0.7608176,0.23918243
974,0.7472332,0.2527668
975,0.7624796,0.23752041
976,0.7637725,0.23622754
977,0.7637725,0.23622754
978,0.71149254,0.28850746
979,0.7327265,0.2672735
980,0.7626045,0.23739551
981,0.7626045,0.23739551
982,0.7520145,0.24798548
983,0.7637725,0.23622754
984,0.7637725,0.23622754
985,0.74297106,0.2570289
986,0.7637725,0.23622754
987,0.7624796,0.23752041
988,0.75680774,0.24319227
989,0.6699296,0.33007035
990,0.7637725,0.23622754
991,0.69579244,0.3042076
992,0.7187271,0.28127292
993,0.7584536,0.2415464
994,0.7421348,0.25786516
995,0.7626045,0.23739551
996,0.70215315,0.29784685
997,0.7425693,0.25743067
998,0.7637725,0.23622754
999,0.7327265,0.2672735
1000,0.7637725,0.23622754
1001,0.75680774,0.24319227
